Text,Entities
"Supported by Canadian Institutes of Health Research Foundation Grant CIHR FDN #143233 (to DLO, SU, and YP). The graduate student stipend of SS was supported by a Canadian Graduate Scholarship (CGS-Master's Program) and an Ontario Graduate Scholarship. The sources of support had no role in the design or conduct of the research study, statistical analysis, data interpretation, or writing of the manuscript.","[(13,51,'institution'),(79,85,'award-id')]"
"This research was supported by the Brain Research Program through the National Research Foundation of Korea, funded by the Ministry of Science and Information &amp; Communications Technology (ICT). (2016M3C7A1913844).","[(70,107,'institution'),(195,211,'award-id')]"
"Sources of support: Supported by the Danish Cancer Society and Innovation Fund Denmark (ELIN: 0603-00580B). The funders had no role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript.","[(37,58,'institution'),(63,86,'institution'),(94,105,'award-id')]"
"Supported by National Institute of Diabetes and Digestive and Kidney Diseases grants DK055812, DK091222, and DK097948 (to FC), T32DK083251 and F32DK117585 (to ARB), and P01DK091222 Germ-free and Gut Microbiome Core and R21DK118373 (to AR-P). We acknowledge the support of the Mouse Models, the Histology Imaging, and the Tissue Biorepository Cores of the NIH P30 Silvio O Conte Cleveland Digestive Diseases Research Core Center.","[(13,77,'institution'),(85,93,'award-id'),(172,180,'award-id'),(109,117,'award-id'),(127,138,'award-id'),(143,154,'award-id'),(169,180,'award-id'),(181,214,'institution'),(219,230,'award-id'),(355,358,'institution'),(359,362,'award-id')]"
"Supported by Federal Ministry of Education and Research (BMBF) FKZ grant 01EO1501 (IFB AdiposityDiseases, project K6a-87 and K7-107) (to MF) and Deutsche Forschungsgemeinschaft grant SFB 1052/2 C6 (to MF).","[(13,55,'institution'),(73,81,'award-id'),(83,86,'institution'),(114,120,'award-id'),(125,131,'award-id'),(145,176,'institution'),(183,196,'award-id')]"
"This work was supported by the National Cancer Institute at the National Institutes of Health under grant R01 CA039742, and the Wilson P. and Anne W. Franklin Foundation.","[(31,56,'institution'),(106,118,'award-id')]"
"This research was supported by a grant from Tekes (Business Finland)—the Finnish Funding Agency for Innovation—as part of the Digital Health Revolution (DHR) program. The research group led by OK was also supported by the Sigrid Jusélius Foundation, Academy of Finland, and Knut and Alice Wallenberg Foundation.","[(73,110,'institution'),(153,156,'institution'),(222,248,'institution'),(250,268,'institution'),(274,310,'institution')]"
"The Colombian National Nutrition Survey 2015 was supported by the Colombian Institute of Family Welfare, the Ministry of Health and Social Protection, the National Institute of Health, and the Administrative Department for Social Prosperity.","[(4,44,'institution'),(66,149,'institution'),(155,240,'institution')]"
"This study was funded by the Action Against Hunger Office in France; the Humanitarian Innovation Fund (HIF), a program managed by ELRHA (Enhancing Learning and Research for Humanitarian Assistance); the European Commission's Civil Protection and Humanitarian aid Operations (grant number ECHO/-WF/BUD/2015/91065); the Children's Investment Fund Foundation (grant: “CIFF03: Reinventing community based management of malnutrition”); the European Commission's Civil Protection and Humanitarian aid Operations Enhanced Response Capacity (grant number ECHO/ERC/BUD/2016/91006); and AAH (Action Against Hunger) &amp; Institut de France Foundation for research &amp; innovation. Funding covered the study conception and field implementation of the study, including the salaries of VN and STK for the full length of the trial, as well as data cleaning and analyses and article writing. Other authors received no specific funding for their work related to the current study. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","[(29,101,'institution'),(130,135,'institution'),(137,196,'institution'),(435,505,'institution'),(288,311,'award-id'),(547,570,'award-id'),(318,355,'institution'),(364,371,'award-id'),(373,428,'institution'),(577,580,'institution')]"
"Supported by United Kingdom Food Standards Agency and Department of Health Policy Research Programme grant 024/0036 (to JAL). KMR was supported by the Commonwealth Scholarship Commission, UK. Unilever R&amp;D produced and supplied in kind the study spreads and oils according to our specification, but was not involved in the design, implementation, analysis, or interpretation of the data.","[(107,115,'award-id'),(151,186,'institution')]"
"This research is supported by the Environmental Influences on Child Health Outcomes (ECHO) Prenatal and Early Childhood Pathways To Health: An Integrated Model of Chemical and Social Exposures, Biological Mechanisms, and Sex-Specific Effects on Neurodevelopment and Respiratory Outcomes (PATHWAYS) consortium (NIH 1UG3OD023271-01 and 4UH3OD023271-03). The Conditions Affecting Neurocognitive Development and Learning in Early Childhood (CANDLE) Study is funded by the Urban Child Institute and NIH (1R01HL109977).","[(494,497,'institution'),(314,329,'award-id'),(334,349,'award-id'),(468,497,'institution'),(499,511,'award-id')]"
"Funding: Supported by the following research grants: NIH DK109714 (TGA, RCW), R01DK096311 (TWG), DK105032 (CDM), T32 DK064584 (MAL) and AG050777 and HL148352 (CH). This work was also supported by the USDA National Institute of Food and Agriculture, Hatch Multistate project 1184/NJ14240 (TGA).","[(53,56,'institution'),(57,65,'award-id'),(78,89,'award-id'),(97,105,'award-id'),(113,125,'award-id'),(136,144,'award-id'),(149,157,'award-id'),(200,204,'institution'),(205,247,'institution'),(274,286,'award-id')]"
The baseline survey for Suaahara I was funded by United States Agency for International Development grant 367-A-11-00004. No funding was provided for the secondary analysis presented in this article.,"[(49,99,'institution'),(106,120,'award-id')]"
"Supported by European Union Horizon 2020 PROMISS project “PRevention Of Malnutrition In Senior Subjects in the EU” grant agreement 678732 (to MV). The content only reflects the authors’ view and the Commission is not responsible for any use that may be made of the information it contains. The Longitudinal Aging Study Amsterdam is supported by a grant from the Netherlands Ministry of Health, Welfare and Sport, Directorate of Long-Term Care.","[(28,40,'institution'),(131,137,'award-id'),(362,411,'institution')]"
"Funding: Supported by the National Pork Board (AAF), Egg Nutrition Center (AAF), and Beef Checkoff (National Cattlemen's Beef Association) (RRW).","[(26,45,'institution'),(53,73,'institution')]"
This work was supported by Health Canada A-base funds.,"[(27,40,'institution')]"
"The study was funded through grants from the Research Council of Norway (project no. 172226), from the GC Rieber Funds, and by the South-Eastern Norway Regional Health Authority (grant no. 2012090).","[(45,71,'institution'),(85,91,'award-id'),(189,196,'award-id')]"
Support for this work was provided by the Bill &amp; Melinda Gates Foundation (project number OPP1115464).,"[(90,100,'award-id')]"
Supported by grants from the Heart and Stroke Foundation of Canada (G.M.H.) and Children's Hospital Research Institute of Manitoba (G.M.H.); CIHR grant 144626 (V.W.D.) and the Canadian Foundation for Innovation (V.W.D.). G.M.H. is the Canada Research Chair in Molecular Cardiolipin Metabolism. V.W.D. is the Allen Rouse-Manitoba Medical Services Foundation Basic Scientist.,"[(29,66,'institution'),(152,158,'award-id'),(320,356,'institution')]"
"The Young Finns Study has been financially supported by the Academy of Finland grants 322098, 287285, 286284, and 134309 (Eye), 126925, 121584, 124282, and 129378 (Salve), 117787 (Gendi), and 41071 (Skidi); the Social Insurance Institution of Finland; Competitive State Research Financing of the Expert Responsibility area of Kuopio, Tampere, and Turku University Hospitals (grant X51001); specified governments transfers to Kuopio University Hospital (5031364); the Juho Vainio Foundation; the Paavo Nurmi Foundation; the Finnish Foundation for Cardiovascular Research; the Finnish Cultural Foundation; the Sigrid Juselius Foundation; the Tampere Tuberculosis Foundation; the Emil Aaltonen Foundation; the Yrjö Jahnsson Foundation; the Signe and Ane Gyllenberg Foundation; the Diabetes Research Foundation of the Finnish Diabetes Association; EU Horizon 2020 (grant number 848146 for TO AITION and grant number 755320 for TAX-INOMISIS); the European Research Council (grant 742927 for the MULTIEPIGEN project); the Tampere University Hospital Supporting Foundation; and the Paulo Foundation.","[(60,78,'institution'),(86,92,'award-id'),(94,100,'award-id'),(102,108,'award-id'),(114,120,'award-id'),(128,134,'award-id'),(136,142,'award-id'),(144,150,'award-id'),(156,162,'award-id'),(172,178,'award-id'),(192,197,'award-id'),(211,250,'institution'),(252,332,'institution'),(347,372,'institution'),(381,387,'award-id'),(425,451,'institution'),(453,460,'award-id'),(467,489,'institution'),(495,517,'institution'),(523,569,'institution'),(575,602,'institution'),(604,634,'institution'),(640,671,'institution'),(677,701,'institution'),(707,731,'institution'),(737,772,'institution'),(814,842,'institution'),(847,859,'institution'),(874,880,'award-id'),(912,918,'award-id'),(942,967,'institution'),(975,981,'award-id'),(1016,1065,'institution'),(1075,1091,'institution')]"
"Supported by the USDA–Agricultural Research Service, under agreement 58-1950-4-003.","[(17,21,'institution'),(22,51,'institution')]"
"This work was supported by the Strategic Priority Research Program of the Chinese Academy of Sciences (grant XDA19050202), the National Natural Science Foundation of China (grant 21507128), the Natural Science Foundation of Fujian Province (grant 2018J01020), and the Superior Scientific and Technological Innovation Team of Jiangxi Province (grant 20181BCB24014).","[(74,101,'institution'),(109,120,'award-id'),(127,171,'institution'),(179,187,'award-id'),(194,239,'institution'),(247,257,'award-id'),(268,341,'institution'),(349,362,'award-id')]"
"Supported by the Swedish Research Council, grant 2017-05840, and Formas grant 2016-00314.","[(17,41,'institution'),(49,59,'award-id'),(78,88,'award-id')]"
"This research is supported by the Clinical Scientist-Individual Research Grant administered by Ministry of Health's National Medical Research Council (NMRC), Singapore- NMRC/CIRG/1375/2013. Additional funding is provided by the Singapore Institute for Clinical Sciences, Agency for Science Technology and Research (A*STAR), Singapore.","[(116,149,'institution'),(169,188,'award-id'),(228,269,'institution'),(271,313,'institution')]"
"This research received no specific grant from any funding agency in the public, commercial or not-for-profit sectors. NPB is funded by a National Health and Medical Research Council (NHMRC) Early Career Fellowship (grant number APP1159914), Australia. LCB is supported by an NHMRC of Australia Emerging Leadership Investigator grant (ID: 1172987) and a National Heart Foundation of Australia Postdoctoral Research Fellowship (ID: 102498). JRL is supported by a National Heart Foundation of Australia Future Leader Fellowship (ID: 102817). JMH is supported by a NHMRC of Australia Senior Research Fellowship (grant number APP1116937).","[(137,181,'institution'),(228,238,'award-id'),(275,326,'institution'),(338,345,'award-id'),(461,499,'institution'),(430,436,'award-id'),(530,536,'award-id'),(561,606,'institution'),(621,631,'award-id')]"
This work was supported by the National Institute on Drug Abuse at the National Institutes of Health under grant U01-DA040381.,"[(31,63,'institution'),(71,100,'institution'),(113,125,'award-id')]"
Supported by the Royal Society of New Zealand (Rutherford Discovery Fellowship to MSP).,"[(17,45,'institution')]"
"Supported by Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq; grant number 471872/2008-3 for CMD and a doctoral fellow to MELD) and Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro (FAPERJ; grant number E-26/102.759 /2008 to CMD), Brazil.","[(76,80,'institution'),(95,108,'award-id'),(231,237,'institution'),(252,270,'award-id')]"
"This research was supported by the Canadian Institute of Health Research, Institute of Nutrition, Metabolism and Diabetes (CIHR-INMD; MOP-130286), and the Natural Sciences and Engineering Research Council of Canada (NSERC-RGPIN-2016-06639).","[(74,121,'institution'),(134,144,'award-id'),(155,214,'institution'),(216,238,'award-id')]"
This work was supported by the Endowment Fund Research grant (project code: CA11289) from The Chinese University of Hong Kong.,"[(31,54,'institution'),(76,83,'award-id')]"
"CDC provided in-kind technical assistance for monitoring and evaluation of the intervention as part of a Memorandum of Agreement with the World Food Programme. The Government of Uganda, Ministry of Health and World Food Programme Uganda Country Office supported the implementation of the pilot intervention in Uganda. World Food Programme Uganda funded an external agency to conduct the Uganda baseline and endline surveys. CMP was supported by CDC's Epidemic Intelligence Service Fellowship. There was no specific funding for this analysis.","[(186,251,'institution'),(424,427,'institution'),(445,491,'institution')]"
"This manuscript builds upon work undertaken as part of 2 projects: 1) “Aquaculture and the Poor: improving fish production, consumption, and nutrition linkages,” led by the WorldFish Center with the financial support of the German Federal Ministry for Economic Cooperation and Development (81170271) and 2) “Food and Agricultural Approaches to Reducing Malnutrition” (FAARM), led by Heidelberg University and funded by the German Federal Ministry of Education and Research (01ER1201). This manuscript was completed with funding from the European Union under the National Platform for Nutrition in Bangladesh. The contents of this publication are the sole responsibility of its authors and do not necessarily reflect the policies or views of the organizations with which they are affiliated or the European Union.","[(231,288,'institution'),(290,298,'award-id'),(430,472,'institution'),(474,482,'award-id'),(797,811,'institution')]"
"The Boston Puerto Rican Health Study (BPRHS) and Osteoporosis Study (BPROS) were supported by the NIH (P01 AG023394, P50 HL105185, R01 AG055948, R01 AG027087, and R01 AR072741). SEN is supported by K01 AR067894.","[(98,101,'institution'),(103,115,'award-id'),(117,129,'award-id'),(131,143,'award-id'),(145,157,'award-id'),(163,175,'award-id')]"
Research reported in this publication was supported by the National Institute Diabetes and Digestive and Kidney Diseases (R01 DK110793). This work was also funded by the Gerber Foundation (15PN-013).,"[(122,134,'award-id'),(170,187,'institution'),(189,197,'award-id')]"
"Supported by National Natural Science Foundation of China grant 31902180, Research Project of Natural Science Foundation of Jiangsu Province grant BK20170488, China Postdoctoral Science Foundation grant 2017M610358, Top Talents Award Plan of Yangzhou University (2019), Cyanine Project of Yangzhou University (2020), and Science and Technology Innovation Project of Yangzhou University grant 2019CXJ152.","[(13,57,'institution'),(64,72,'award-id'),(94,140,'institution'),(147,157,'award-id'),(159,196,'institution'),(203,214,'award-id'),(366,385,'institution'),(392,396,'award-id'),(366,385,'institution'),(310,314,'award-id')]"
This work was supported by The Commonwealth Scientific and Industrial Research Organisation (CSIRO)’s Precision Health Future Science Platform (FSP). DS is the recipient of a CSIRO (Australia) Postdoctoral Research Fellowship.,"[(31,91,'institution'),(119,142,'institution')]"
"Supported by Institut National du Cancer PLBio grant 2018-145 (to PGF), the Lipids ARD2020-Biodrug project (Région Centre-Val de Loire, France), La Ligue contre le Cancer (Indre et Loire, Loir et Cher, and Vienne) (to PGF), and by a Région Centre-Val de Loire (France) Academic Research Grant (to PGF). C Goupille was supported by CHRU de Tours, Hôpital Bretonneau and a Cancéropôle Grand-Ouest grant.","[(41,46,'institution'),(53,61,'award-id'),(76,106,'institution'),(108,142,'institution'),(145,170,'institution'),(331,364,'institution'),(371,394,'institution')]"
Supported by Polish National Science Centre grant 2014/15/B/NZ9/02134 (to AC).,"[(20,43,'institution'),(50,69,'award-id')]"
Supported by NIH National Institute of General Medical Sciences grant GM103440 (to AB) and the School of Integrated Health Sciences Dean's Faculty Development Award at University of Nevada at Las Vegas (to AB).,"[(17,63,'institution'),(70,78,'award-id')]"
"This commentary received funding from Fundação Carlos Chagas Filho de Amparo a Pesquisa do Estado do Rio de Janeiro (FAPERJ, ref. 010.001.583/2016), Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES, 001), and Global Challenges Research Funding–Pump-priming (G102642/A20998).","[(117,123,'institution'),(130,146,'award-id'),(210,215,'institution'),(217,220,'award-id'),(227,274,'institution'),(276,290,'award-id')]"
Source of financial support: Riddet Institute CoRE PhD Scholarship. The Riddet Institute is a New Zealand government-funded Centre of Research Excellence.,"[(29,66,'institution'),(124,153,'institution')]"
Financial support for this work was provided by the Bill &amp; Melinda Gates Foundation (Project Number OPP49817).,"[(52,83,'institution'),(100,108,'award-id')]"
"Supported by Bill &amp; Melinda Gates Foundation award #OPP1170661 (to RE-S), USDA National Institute of Food and Agriculture Hatch project 1013897 (to RE-S), and the National Cancer Institute (to KWD).","[(51,62,'award-id'),(79,121,'institution'),(136,143,'award-id'),(163,188,'institution')]"
"This work was supported by the California State University Agriculture Research Institute (grants 58873 and 58913), California Polytechnic State University internal funding programs Baker/Koob, RSCA, FROST, and STRIDE, the USDA Agricultural Research Service grant 3092-51000-060-01, grants from the National Institutes of Health Grant DK-094616, and the Texas Medical Center Digestive Diseases Center (NIH Grant P30 DK-56338), BiOWiSH Technologies, Hilmar Ingredients, and Acorn Seekers.","[(98,103,'award-id'),(108,113,'award-id'),(223,257,'institution'),(264,281,'award-id'),(299,328,'institution'),(335,344,'award-id'),(412,424,'award-id')]"
This study was supported by the American Heart Association [AHA Go Red for Women Strategically Focused Research Network Grants 16SFRN27960011 (BA) and 16SFRN27950012 (M-PS-O); AHA Research Goes Red Grant 811531 (BA)] and the National Institutes of Health [R01 HL128226 and R01 HL142648 (M-PS-O); T32 HL007343 (FMZ); K99 HL148511 (NM)]. FMZ is also supported by a Berrie Diabetes Foundation Fellowship Award.,"[(32,58,'institution'),(60,119,'institution'),(127,141,'award-id'),(212,214,'institution'),(151,165,'award-id'),(176,197,'institution'),(204,210,'award-id'),(225,254,'institution'),(256,268,'award-id'),(273,285,'award-id'),(296,308,'award-id'),(336,339,'institution'),(316,328,'award-id'),(330,332,'institution'),(363,389,'institution')]"
Supported by the Netherlands Organization for Scientific Research (NWO) funding the large-scale proteomics facility Proteins@Work (project 184.032.201) embedded in the Netherlands Proteomics Centre and the TOP-Punt Grant (718.015.003). Additional support for this research was provided by Danone Nutricia Research. JZ additionally acknowledges support from the Chinese Scholarship Council (CSC).,"[(139,150,'award-id'),(222,233,'award-id'),(361,388,'institution')]"
"Support for this work was provided by the Bill &amp; Melinda Gates Foundation (Project Number: OPP1115464), the International Atomic Energy Agency (IAEA) in Vienna (Project Number E4.30.30), and the Medical Research Council (MRC, UK) Confidence in Concept grant (MC_PC_16054). Data supporting this publication are openly available at https://doi.org/10.25405/data.ncl.9771902.v1.","[(42,73,'institution'),(91,101,'award-id'),(108,142,'institution'),(176,184,'award-id'),(195,219,'institution'),(259,270,'award-id')]"
"Funding for the InterConnect project was provided by the European Union Seventh Framework Programme (FP7/2007-2013) under grant agreement no. 602068. Additionally, investigators acknowledge funding from the following agencies: NJW, NGF, FI, and MP acknowledge funding from the Medical Research Council Epidemiology Unit (MC_UU_12015/1 and MC_UU_12015/5); NJW and NGF acknowledge support from National Institute of Health Research (NIHR) Biomedical Research Centre Cambridge: Nutrition, Diet, and Lifestyle Research Theme (IS-BRC-1215-20014). TB acknowledges funding from EUCAN-Connect under the European Union's Horizon 2020 research and innovation programme (grant agreement no. 824989). MBR and MAMG acknowledge funding from the Spanish Government Instituto de Salud Carlos III and the European Regional Development Fund (FEDER) (PI17/01795). JK acknowledges funding from the Korea Centers for Disease Control and Prevention, Ministry for Health and Welfare, Republic of Korea (4845-301 and 4851-302), and the Collaborative Genome Program for Fostering New Post-Genome Industry of the National Research Foundation (NRF) funded by the Ministry of Science and ICT (NRF-2017M3C9A6047623). RM acknowledges funding from the Tehran University of Medical Sciences (grant number: 81/15), Cancer Research UK (grant number: C20/A5860), the Intramural Research Program of the U.S. National Cancer Institute, NIH, and the International Agency for Research on Cancer. LB acknowledges that the Cohort of Swedish Men (COSM) and the Swedish Mammography Cohort (SMC) are part of the Swedish Infrastructure for Medical Population-Based Life-Course and Environmental Research (SIMPLER), which receives funding from the Swedish Research Council (2017-00644). BD is an investigator of the Brazilian National Health Technology Assessment Institute and SC received a fellowship from Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq), the Brazilian National Council for Scientific and Technological Development Fund (FEDER) (PI17/01795). The Zutphen Elderly Study was funded by The Netherlands Prevention Foundation, The Hague, The Netherlands and the National Institute of Aging, Bethesda, MD, USA. The funding sources did not participate in the design or conduct of the study; collection, management, analysis, or interpretation of the data; or preparation, review, or approval of the manuscript.","[(57,99,'institution'),(142,148,'award-id'),(277,319,'institution'),(321,334,'award-id'),(339,352,'award-id'),(431,435,'institution'),(437,463,'institution'),(522,539,'award-id'),(595,658,'institution'),(680,686,'award-id'),(731,779,'institution'),(788,822,'institution'),(2022,2032,'award-id'),(878,926,'institution'),(928,959,'institution'),(961,978,'institution'),(980,988,'award-id'),(993,1001,'award-id'),(1136,1163,'institution'),(1165,1185,'award-id'),(1221,1258,'institution'),(1274,1279,'award-id'),(1282,1300,'institution'),(1316,1325,'award-id'),(1399,1402,'institution'),(1412,1455,'institution'),(1702,1726,'institution'),(1728,1738,'award-id'),(1925,1929,'institution'),(2014,2019,'institution'),(2022,2032,'award-id')]"
"We thank the Danish Cancer Society; the staff at the Danish Diet, Cancer, and Health study for collection of the data; and the study participants for their contribution to the study. We thank data manager Nick Martinussen from the Danish Cancer Society for his large contribution with the harmonization of the FFQ data. We also thank data manager Katja Boll from the Danish Cancer Society for her work with the database and data administration.","[(367,388,'institution')]"
This study was funded by the University of Iceland Research Fund and the Science Fund of Landspitali University Hospital.,"[(29,64,'institution'),(89,120,'institution')]"
"Supported by the National Heart, Lung, and Blood Institute of the NIH under award number K01HL131630. The content is solely the responsibility of the authors and does not necessarily represent the official views of the NIH.","[(17,58,'institution'),(219,222,'institution'),(89,100,'award-id')]"
"This work was supported by the Industrial Strategic Technology Development Program—Development of Bio-Core Technology (10077474, Development of Early Diagnosis Technology for Acute/Chronic Renal Failure) funded by the Ministry of Trade, Industry &amp; Energy (MOTIE, Korea).","[(31,117,'institution'),(119,127,'award-id')]"
"Supported by public funding from Institut national de recherche pour l'agriculture, l'alimentation et l'environnement (INRAE, France) (to ID) and AgroParisTech (France) (to ID), and by the Institut Carnot Qualiment 4CP project (to ID).","[(33,117,'institution'),(146,159,'institution'),(189,226,'institution')]"
Supported by Eunice Kennedy Shriver National Institute of Child Health and Human Development grant R01 HD034568 (to EO) and NIH Office of the Director grant UH3 OD023286 (to EO).,"[(13,92,'institution'),(99,111,'award-id'),(124,150,'institution'),(157,169,'award-id')]"
Supported by Institut national de la recherche agronomique (INRAe) and the Fondation pour la Recherche Médicale (to PF).,"[(75,111,'institution')]"
"Supported by Neptune Wellness Solutions, Inc., Ingenutra, and SCF Pharma. LC received a scholarship from the Research Center on Aging. MP held salary awards from the Canadian Institutes of Health Research and the Fonds de recherche Québec–Santé. MP also holds the Research Chair on Lipid Metabolism in Aging funded by the Medical Research Center of the Université de Sherbrooke.","[(353,377,'institution')]"
"Author disclosures: MN, LJ, SGE, and JSS, no conflicts of interest. The National Center for Advancing Translational Sciences (NIH Grants TL1 TR002016 and UL1 TR002014) (to SGE).","[(126,129,'institution'),(137,149,'award-id'),(154,166,'award-id')]"
"This work was funded by a team grant from the Canadian Institutes of Health Research (CIHR) (FH4-129922, 2014), the Consortium de Recherche et d'Innovation en Bioprocédés Industriels au Québec (109622, 2015), Mitacs (IT03170, 2015), and Cooke Aquaculture.","[(46,84,'institution'),(93,109,'award-id'),(116,192,'institution'),(194,206,'award-id'),(209,215,'institution'),(217,230,'award-id'),(237,254,'institution')]"
"The CoLaus study was and is supported by research grants from GlaxoSmithKline, the Faculty of Biology and Medicine of Lausanne, and the Swiss National Science Foundation (grants 33CSCO-122661, 33CS30-139468, and 33CS30-148401).","[(4,10,'institution'),(62,77,'institution'),(83,126,'institution'),(136,169,'institution'),(178,191,'award-id'),(193,206,'award-id'),(212,225,'award-id')]"
"Funding for this research was provided by the Nestle Foundation, the Mathile Institute for the Advancement of Human Nutrition, and the Micronutrient Initiative.","[(46,63,'institution'),(69,125,'institution'),(135,159,'institution')]"
"Funding for this study came from the National Heart, Lung, and Blood Institute (grant 5T32HL110852 to CC), NIH/NIGMS (National Institute of General Medical Sciences) (grant R01 GM132129 to JAP), and Children's Hospital Pathology Foundation, Inc. Advice from John Hutchinson was supported by funding from the Harvard Catalyst, The Harvard Clinical and Translational Science Center (National Center for Advancing Translational Sciences, National Institutes of Health Award UL 1TR002541) and financial contributions from Harvard University and its affiliated academic healthcare centers. RNA integrity was assessed at Boston Children's Hospital Intellectual and Developmental Disabilities Research Center (IDDRC) Molecular Genetics Core Facility, supported by U54HD090255 from the NIH Eunice Kennedy Shriver National Institute of Child Health and Human Development.","[(37,78,'institution'),(86,98,'award-id'),(118,164,'institution'),(173,185,'award-id'),(308,324,'institution'),(330,379,'institution'),(381,433,'institution'),(435,464,'institution'),(471,483,'award-id'),(518,536,'institution'),(757,768,'award-id')]"
"This work was partially supported by funding from the USDA National Institute of Food and Agriculture (R01 grant 2018-67001-28265 to SS), the University of Florida Health Cancer Center Fund (to RZG and CJ), and the University of Florida Department of Medicine Gatorade Fund (to CJ).","[(59,101,'institution'),(113,129,'award-id')]"
"This work was supported by Aarhus University (Denmark); Arla Foods for Health (NA), Arla Foods Ingredients (NA); Beckett Foundation (grant 17-2-1180); A. P. Møller Foundation (grant 17-L-0034); and Direktør Emil C. Hertz og hustru Inger Hertz Foundation. JJH was supported by the NovoNordisk Foundation.","[(27,44,'institution'),(56,77,'institution'),(84,106,'institution'),(113,131,'institution'),(139,148,'award-id'),(182,191,'award-id'),(280,302,'institution')]"
"Supported by the National Cancer Institute of the National Institutes of Health under award numbers T32CA113951 (JMM), P30CA016056 (KBM, SEM). The content is solely the responsibility of the authors and does not necessarily represent the official views of the National Institutes of Health.","[(17,42,'institution'),(260,289,'institution'),(100,111,'award-id'),(119,130,'award-id')]"
"This study was supported by the Nestlé Institute of Health Sciences (Société des Produits Nestlé, SA, Lausanne, Switzerland) through a contractual agreement with Tufts University. This agreement gave Tufts investigators independence in, and responsibility for, conducting the research presented here. Employees of the Nestlé Institute of Health Sciences provided the initial study protocol and were involved in the review and editing of this manuscript but played no role in data collection, statistical analyses, or interpretation of data or findings.","[(318,353,'institution'),(162,178,'institution')]"
This work was supported by the Japan Society for the Promotion of Science (JSPS) KAKENHI grant number 18K19158.,"[(31,73,'institution'),(102,110,'award-id')]"
"Supported by National Natural Science Foundation of China grants 81973663 (to YM), 81703864 (to ZH), and 81602917 (to YM); National Key R&amp;D Program of China grant 2018YFC1705500 (to CW); and Talent Project of Zhejiang Association for Science and Technology grant 2018YCGC003 (to YM).","[(13,57,'institution'),(65,73,'award-id'),(83,91,'award-id'),(105,113,'award-id'),(123,156,'institution'),(163,177,'award-id'),(191,256,'institution'),(263,274,'award-id')]"
"Supported by National Heart, Lung, and Blood Institute contracts HHSN268201500003I, N01-HC-95159, N01-HC-95160, N01-HC-95161, N01-HC-95162, N01-HC-95163, N01-HC-95164, N01-HC-95165, N01-HC-95166, N01-HC-95167, N01-HC-95168, and N01-HC-95169 and grant R01-HL-127659, and by National Center for Advancing Translational Sciences grants UL1-TR-000040, UL1-TR-001079, and UL1-TR-001420 (to PKG).","[(13,54,'institution'),(65,82,'award-id'),(84,96,'award-id'),(98,110,'award-id'),(112,124,'award-id'),(126,138,'award-id'),(140,152,'award-id'),(154,166,'award-id'),(168,180,'award-id'),(182,194,'award-id'),(196,208,'award-id'),(210,222,'award-id'),(228,240,'award-id'),(251,264,'award-id'),(273,325,'institution'),(333,346,'award-id'),(348,361,'award-id'),(367,380,'award-id')]"
"Supported by Bill &amp; Melinda Gates Foundation grant OPP49817 to the University of California, Davis (to KGD).","[(13,44,'institution'),(51,59,'award-id'),(67,98,'institution')]"
Supported by USDA Agricultural Research Service grants 2032-51530-026-00D and 2032-51530-022-00-D. The USDA is an equal opportunity provider and employer.,"[(13,47,'institution'),(55,73,'award-id'),(78,97,'award-id')]"
"Funding disclosure: VB and PR were supported by Adelaide Scholarships International provided by the University of Adelaide (VB, 2017–2020; PR, 2018–2021), and CFB by an NHMRC Senior Research Fellowship (grant 1103020, 2016–2021). The research was funded by an NHMRC Project Grant to CFB (grant 1158296, 2019–2022).","[(100,122,'institution'),(283,286,'institution'),(169,201,'institution'),(209,216,'award-id'),(260,265,'institution'),(294,301,'award-id')]"
Supported by Science and Technology Innovation Platform Project of Jiangxi Province grant 20165BCD41005 (to XC).,"[(13,83,'institution'),(90,103,'award-id')]"
Supported by National Institute of Arthritis and Musculoskeletal and Skin Diseases award T32 AR065971 (to BAY) and National Institute on Aging award AG053606 (to ARC).,"[(13,82,'institution'),(89,101,'award-id'),(115,142,'institution'),(149,157,'award-id')]"
"Funding for this evaluation was provided through a cooperative agreement between UNICEF and the U.S. Centers for Disease Control and Prevention, and no specific grant was given for this work.","[(81,87,'institution'),(101,143,'institution')]"
"Author disclosures: Y-FP was partially supported by funding from the National Natural Science Foundation of China (31771417) and a project funded by the Priority Academic Program Development of Jiangsu higher education institutions. S-SZ was supported by the Undergraduate Training Program for Innovation and Entrepreneurship, Soochow University (201810285048Z). QX, R-RW, Y-JW, XC, X-TW, J-JN, H-GR, and LZ, no conflicts of interest.","[(69,113,'institution'),(115,123,'award-id'),(259,345,'institution'),(347,360,'award-id')]"
